drugID;indication
DNC013598;Discovery agent
DNC013599;Discovery agent
DNC013600;Discovery agent
DNC013601;Discovery agent
DNC013602;Discovery agent
DNC013603;Discovery agent
DNC013604;Discovery agent
DNC013605;Discovery agent
DNC013606;Discovery agent
DNC013607;Discovery agent
DNC013608;Discovery agent
DNC013608;Ocular disease
DNC013609;Discovery agent
DNC013610;Discovery agent
DNC013611;Discovery agent
DNC013612;Discovery agent
DNC013613;Discovery agent
DNC013614;Discovery agent
DNC013615;Discovery agent
DNC013616;Discovery agent
DNC013617;Discovery agent
DNC013618;Discovery agent
DNC013619;Discovery agent
DNC013620;Discovery agent
DNC013621;Discovery agent
DNC013622;Discovery agent
DNC013623;Discovery agent
DNC013624;Discovery agent
DNC013625;Discovery agent
DNC013626;Discovery agent
DNC013627;Discovery agent
DNC013628;Discovery agent
DNC013628;Familial adenomatous polyposis
DNC013629;Alzheimer's disease
DNC013629;Discovery agent
DNC013630;Discovery agent
DNC013631;Discovery agent
DNC013632;Discovery agent
DNC013633;Discovery agent
DNC013634;Discovery agent
DNC013635;Discovery agent
DNC013636;Discovery agent
DNC013637;Discovery agent
DNC013638;Discovery agent
DNC013639;Discovery agent
DNC013640;Discovery agent
DNC013641;Discovery agent
DNC013642;Discovery agent
DNC013643;Discovery agent
DNC013644;Discovery agent
DNC013645;Discovery agent
DNC013646;Discovery agent
DNC013647;Discovery agent
DNC013648;Discovery agent
DNC013649;Discovery agent
DNC013650;Discovery agent
DNC013651;Discovery agent
DNC013651;Lymphoma
DNC013652;Discovery agent
DNC013653;Discovery agent
DNC013654;Discovery agent
DNC013655;Discovery agent
DNC013656;Discovery agent
DNC013657;Discovery agent
DNC013658;Discovery agent
DNC013659;Discovery agent
DNC013660;Discovery agent
DNC013661;Discovery agent
DNC013662;Discovery agent
DNC013663;Discovery agent
DNC013664;Discovery agent
DNC013665;Discovery agent
DNC013666;Discovery agent
DNC013667;Discovery agent
DNC013668;Discovery agent
DNC013669;Discovery agent
DNC013670;Discovery agent
DNC013671;Discovery agent
DNC013672;Discovery agent
DNC013673;Discovery agent
DNC013674;Discovery agent
DNC013675;Discovery agent
DNC013676;Discovery agent
DNC013677;Discovery agent
DNC013678;Discovery agent
DNC013679;Discovery agent
DNC013680;Discovery agent
DNC013681;Discovery agent
DNC013682;Discovery agent
DNC013683;Discovery agent
DNC013684;Discovery agent
DNC013685;Discovery agent
DNC013686;Discovery agent
DNC013687;Discovery agent
DNC013688;Discovery agent
DNC013689;Discovery agent
DNC013690;Discovery agent
DNC013691;Discovery agent
DNC013692;Discovery agent
DNC013693;Discovery agent
DNC013694;Discovery agent
DNC013695;Discovery agent
DNC013696;Discovery agent
DNC013697;Discovery agent
DNC013697;Pain
DNC013698;Discovery agent
DNC013699;Discovery agent
DNC013700;Discovery agent
DNC013701;Discovery agent
DNC013702;Discovery agent
DNC013703;Discovery agent
DNC013704;Discovery agent
DNC013705;Discovery agent
DNC013706;Discovery agent
DNC013707;Discovery agent
DNC013708;Discovery agent
DNC013709;Discovery agent
DNC013710;Discovery agent
DNC013711;Discovery agent
DNC013712;Discovery agent
DNC013713;Discovery agent
DNC013714;Discovery agent
DNC013715;Discovery agent
DNC013716;Discovery agent
DNC013717;Discovery agent
DNC013718;Discovery agent
DNC013719;Discovery agent
DNC013720;Discovery agent
DNC013721;Discovery agent
DNC013722;Discovery agent
DNC013723;Discovery agent
DNC013724;Discovery agent
DNC013725;Discovery agent
DNC013726;Discovery agent
DNC013727;Discovery agent
DNC013728;Discovery agent
DNC013729;Discovery agent
DNC013730;Discovery agent
DNC013731;Discovery agent
DNC013732;Discovery agent
DNC013733;Discovery agent
DNC013734;Discovery agent
DNC013735;Discovery agent
DNC013736;Discovery agent
DNC013737;Discovery agent
DNC013738;Discovery agent
DNC013739;Discovery agent
DNC013740;Discovery agent
DNC013741;Discovery agent
DNC013742;Discovery agent
DNC013743;Discovery agent
DNC013744;Discovery agent
DNC013745;Discovery agent
DNC013746;Discovery agent
DNC013747;Discovery agent
DNC013748;Discovery agent
DNC013749;Discovery agent
DNC013750;Discovery agent
DNC013751;Discovery agent
DNC013752;Discovery agent
DNC013753;Discovery agent
DNC013754;Discovery agent
DNC013755;Discovery agent
DNC013756;Discovery agent
DNC013757;Discovery agent
DNC013758;Discovery agent
DNC013759;Discovery agent
DNC013760;Discovery agent
DNC013761;Discovery agent
DNC013762;Discovery agent
DNC013763;Discovery agent
DNC013764;Discovery agent
DNC013765;Discovery agent
DNC013766;Discovery agent
DNC013767;Discovery agent
DNC013768;Discovery agent
DNC013769;Discovery agent
DNC013770;Discovery agent
DNC013771;Discovery agent
DNC013772;Discovery agent
DNC013773;Discovery agent
DNC013774;Discovery agent
DNC013775;Discovery agent
DNC013776;Discovery agent
DNC013777;Discovery agent
DNC013778;Discovery agent
DNC013779;Discovery agent
DNC013780;Anesthesia
DNC013780;Discovery agent
DNC013781;Discovery agent
DNC013782;Discovery agent
DNC013783;Discovery agent
DNC013784;Discovery agent
DNC013785;Discovery agent
DNC013786;Discovery agent
DNC013787;Discovery agent
DNC013788;Discovery agent
DNC013789;Discovery agent
DNC013790;Discovery agent
DNC013791;Discovery agent
DNC013792;Discovery agent
DNC013793;Discovery agent
DNC013794;Discovery agent
DNC013795;Discovery agent
DNC013796;Discovery agent
DNC013797;Discovery agent
DNC013798;Discovery agent
DNC013799;Discovery agent
DNC013800;Discovery agent
DNC013801;Discovery agent
DNC013802;Discovery agent
DNC013803;Discovery agent
DNC013804;Discovery agent
DNC013805;Discovery agent
DNC013806;Discovery agent
DNC013807;Discovery agent
DNC013808;Discovery agent
DNC013809;Discovery agent
DNC013810;Discovery agent
DNC013811;Discovery agent
DNC013812;Discovery agent
DNC013813;Discovery agent
DNC013814;Discovery agent
DNC013815;Discovery agent
DNC013816;Discovery agent
DNC013817;Discovery agent
DNC013818;Discovery agent
DNC013819;Discovery agent
DNC013820;Discovery agent
DNC013821;Discovery agent
DNC013822;Discovery agent
DNC013823;Discovery agent
DNC013824;Discovery agent
DNC013825;Discovery agent
DNC013826;Discovery agent
DNC013827;Discovery agent
DNC013828;Discovery agent
DNC013829;Discovery agent
DNC013830;Discovery agent
DNC013831;Discovery agent
DNC013832;Discovery agent
DNC013833;Discovery agent
DNC013834;Discovery agent
DNC013835;Discovery agent
DNC013836;Discovery agent
DNC013837;Discovery agent
DNC013838;Discovery agent
DNC013839;Discovery agent
DNC013840;Discovery agent
DNC013841;Discovery agent
DNC013842;Discovery agent
DNC013843;Discovery agent
DNC013844;Discovery agent
DNC013845;Discovery agent
DNC013846;Discovery agent
DNC013847;Discovery agent
DNC013848;Discovery agent
DNC013849;Discovery agent
DNC013850;Discovery agent
DNC013851;Amnesia
DNC013851;Discovery agent
DNC013852;Discovery agent
DNC013852;Glaucoma
DNC013853;Discovery agent
DNC013854;Discovery agent
DNC013855;Discovery agent
DNC013856;Discovery agent
DNC013857;Discovery agent
DNC013858;Discovery agent
DNC013859;Discovery agent
DNC013860;Discovery agent
DNC013861;Discovery agent
DNC013862;Discovery agent
DNC013863;Discovery agent
DNC013864;Discovery agent
DNC013865;Discovery agent
DNC013866;Discovery agent
DNC013867;Discovery agent
DNC013868;Discovery agent
DNC013869;Discovery agent
DNC013870;Discovery agent
DNC013871;Discovery agent
DNC013872;Discovery agent
DNC013873;Discovery agent
DNC013874;Discovery agent
DNC013875;Discovery agent
DNC013876;Discovery agent
DNC013877;Discovery agent
DNC013878;Discovery agent
DNC013879;Discovery agent
DNC013880;Discovery agent
DNC013881;Discovery agent
DNC013882;Discovery agent
DNC013883;Discovery agent
DNC013884;Discovery agent
DNC013885;Discovery agent
DNC013886;Discovery agent
DNC013887;Discovery agent
DNC013888;Discovery agent
DNC013889;Discovery agent
DNC013890;Discovery agent
DNC013891;Discovery agent
DNC013892;Discovery agent
DNC013893;Discovery agent
DNC013894;Discovery agent
DNC013895;Discovery agent
DNC013896;Discovery agent
DNC013897;Discovery agent
DNC013898;Discovery agent
DNC013899;Discovery agent
DNC013900;Discovery agent
DNC013901;Discovery agent
DNC013902;Discovery agent
DNC013903;Discovery agent
DNC013904;Discovery agent
DNC013905;Discovery agent
DNC013906;Discovery agent
DNC013907;Discovery agent
DNC013908;Discovery agent
DNC013909;Discovery agent
DNC013910;Discovery agent
DNC013911;Discovery agent
DNC013912;Discovery agent
DNC013913;Discovery agent
DNC013914;Discovery agent
DNC013915;Discovery agent
DNC013916;Discovery agent
DNC013917;Discovery agent
DNC013918;Discovery agent
DNC013919;Discovery agent
DNC013920;Discovery agent
DNC013921;Discovery agent
DNC013922;Discovery agent
DNC013923;Discovery agent
DNC013924;Discovery agent
DNC013925;Discovery agent
DNC013926;Discovery agent
DNC013927;Discovery agent
DNC013928;Discovery agent
DNC013929;Discovery agent
DNC013930;Discovery agent
DNC013931;Discovery agent
DNC013932;Discovery agent
DNC013933;Discovery agent
DNC013934;Discovery agent
DNC013935;Discovery agent
DNC013936;Discovery agent
DNC013937;Discovery agent
DNC013938;Discovery agent
DNC013939;Discovery agent
DNC013940;Discovery agent
DNC013941;Discovery agent
DNC013942;Discovery agent
DNC013943;Discovery agent
DNC013944;Discovery agent
DNC013945;Discovery agent
DNC013946;Discovery agent
DNC013947;Discovery agent
DNC013948;Discovery agent
DNC013949;Discovery agent
DNC013950;Discovery agent
DNC013951;Discovery agent
DNC013952;Discovery agent
DNC013953;Discovery agent
DNC013954;Discovery agent
DNC013955;Discovery agent
DNC013956;Discovery agent
DNC013957;Discovery agent
DNC013958;Discovery agent
DNC013959;Discovery agent
DNC013960;Discovery agent
DNC013961;Discovery agent
DNC013962;Discovery agent
DNC013963;Discovery agent
DNC013964;Discovery agent
DNC013965;Discovery agent
DNC013966;Discovery agent
DNC013967;Discovery agent
DNC013968;Discovery agent
DNC013969;Discovery agent
DNC013970;Discovery agent
DNC013971;Discovery agent
DNC013972;Discovery agent
DNC013973;Discovery agent
DNC013974;Discovery agent
DNC013975;Discovery agent
DNC013976;Discovery agent
DNC013977;Discovery agent
DNC013978;Discovery agent
DNC013979;Discovery agent
DNC013980;Discovery agent
DNC013981;Discovery agent
DNC013982;Discovery agent
DNC013983;Discovery agent
DNC013984;Discovery agent
DNC013985;Discovery agent
DNC013986;Discovery agent
DNC013987;Discovery agent
DNC013988;Discovery agent
DNC013989;Discovery agent
DNC013990;Discovery agent
DNC013991;Discovery agent
DNC013991;Inflammatory diseases
DNC013992;Discovery agent
DNC013993;Discovery agent
DNC013994;Discovery agent
DNC013995;Discovery agent
DNC013996;Discovery agent
DNC013997;Discovery agent
DNC013998;Discovery agent
DNC013999;Discovery agent
DNC014000;Discovery agent
DNC014001;Discovery agent
DNC014002;Discovery agent
DNC014003;Discovery agent
DNC014004;Discovery agent
DNC014005;Discovery agent
DNC014006;Discovery agent
DNC014007;Discovery agent
DNC014008;Discovery agent
DNC014009;Discovery agent
DNC014010;Discovery agent
DNC014011;Discovery agent
DNC014012;Discovery agent
DNC014013;Discovery agent
DNC014014;Discovery agent
DNC014015;Discovery agent
DNC014016;Discovery agent
DNC014017;Discovery agent
DNC014018;Discovery agent
DNC014019;Discovery agent
DNC014020;Discovery agent
DNC014021;Discovery agent
DNC014022;Discovery agent
DNC014023;Discovery agent
DNC014024;Discovery agent
DNC014025;Discovery agent
DNC014026;Discovery agent
DNC014027;Discovery agent
DNC014028;Discovery agent
DNC014029;Discovery agent
DNC014030;Discovery agent
DNC014031;Discovery agent
DNC014032;Discovery agent
DNC014033;Discovery agent
DNC014034;Discovery agent
DNC014035;Discovery agent
DNC014036;Discovery agent
DNC014037;Discovery agent
DNC014038;Discovery agent
DNC014039;Discovery agent
DNC014040;Discovery agent
DNC014041;Discovery agent
DNC014042;Discovery agent
DNC014043;Discovery agent
DNC014044;Discovery agent
DNC014045;Discovery agent
DNC014046;Discovery agent
DNC014047;Discovery agent
DNC014048;Discovery agent
DNC014049;Discovery agent
DNC014050;Discovery agent
DNC014051;Discovery agent
DNC014052;Discovery agent
DNC014052;Inflammatory diseases
DNC014053;Discovery agent
DNC014054;Discovery agent
DNC014055;Discovery agent
DNC014056;Discovery agent
DNC014057;Discovery agent
DNC014058;Discovery agent
DNC014059;Discovery agent
DNC014060;Discovery agent
DNC014061;Discovery agent
DNC014062;Discovery agent
DNC014063;Discovery agent
DNC014064;Discovery agent
DNC014065;Discovery agent
DNC014066;Discovery agent
DNC014067;Discovery agent
DNC014068;Discovery agent
DNC014069;Discovery agent
DNC014069;Non-insulin dependent diabetes
DNC014070;Discovery agent
DNC014071;Discovery agent
DNC014072;Discovery agent
DNC014073;Discovery agent
DNC014074;Discovery agent
DNC014075;Discovery agent
DNC014076;Discovery agent
DNC014077;Discovery agent
DNC014078;Discovery agent
DNC014079;Discovery agent
DNC014080;Discovery agent
DNC014081;Discovery agent
DNC014082;Discovery agent
DNC014083;Discovery agent
DNC014084;Discovery agent
DNC014085;Discovery agent
DNC014086;Discovery agent
DNC014087;Discovery agent
DNC014088;Discovery agent
DNC014089;Discovery agent
DNC014090;Discovery agent
DNC014091;Discovery agent
DNC014092;Discovery agent
DNC014093;Discovery agent
DNC014094;Discovery agent
DNC014095;Discovery agent
DNC014096;Discovery agent
DNC014097;Discovery agent
DNC014098;Discovery agent
DNC014099;Discovery agent
DNC014100;Discovery agent
DNC014101;Discovery agent
DNC014102;Discovery agent
DNC014103;Discovery agent
DNC014104;Discovery agent
DNC014105;Discovery agent
DNC014106;Discovery agent
DNC014107;Discovery agent
DNC014108;Arthritis
DNC014108;Discovery agent
DNC014109;Discovery agent
DNC014110;Discovery agent
DNC014111;Discovery agent
DNC014112;Discovery agent
DNC014113;Discovery agent
DNC014114;Discovery agent
DNC014115;Discovery agent
DNC014116;Discovery agent
DNC014117;Discovery agent
DNC014118;Discovery agent
DNC014119;Discovery agent
DNC014120;Discovery agent
DNC014121;Discovery agent
DNC014122;Discovery agent
DNC014123;Discovery agent
DNC014124;Discovery agent
DNC014125;Discovery agent
DNC014126;Discovery agent
DNC014127;Discovery agent
DNC014128;Discovery agent
DNC014129;Discovery agent
DNC014130;Discovery agent
DNC014131;Discovery agent
DNC014132;Discovery agent
DNC014133;Discovery agent
DNC014134;Discovery agent
DNC014135;Discovery agent
DNC014136;Discovery agent
DNC014137;Discovery agent
DNC014138;Discovery agent
DNC014139;Discovery agent
DNC014140;Discovery agent
DNC014141;Discovery agent
DNC014142;Discovery agent
DNC014143;Discovery agent
DNC014144;Discovery agent
DNC014145;Discovery agent
DNC014146;Discovery agent
DNC014147;Discovery agent
DNC014148;Discovery agent
DNC014149;Discovery agent
DNC014150;Discovery agent
DNC014151;Discovery agent
DNC014152;Discovery agent
DNC014153;Discovery agent
DNC014154;Discovery agent
DNC014155;Discovery agent
DNC014156;Discovery agent
DNC014157;Discovery agent
DNC014158;Discovery agent
DNC014159;Discovery agent
DNC014160;Discovery agent
DNC014161;Discovery agent
DNC014162;Discovery agent
DNC014163;Discovery agent
DNC014164;Discovery agent
DNC014165;Discovery agent
DNC014166;Discovery agent
DNC014167;Discovery agent
DNC014168;Discovery agent
DNC014169;Discovery agent
DNC014170;Discovery agent
DNC014171;Discovery agent
DNC014172;Discovery agent
DNC014173;Discovery agent
DNC014174;Discovery agent
DNC014175;Discovery agent
DNC014176;Discovery agent
DNC014176;Vitiligo
DNC014177;Discovery agent
